Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
United Kingdom,887.0,2194.0,2464.0,2751.0,2337.0,2416.0,2494.0,2188.0,2201.0,1501.0,1702.0,2433.0,2571.0,2559.0,2552.0,2121.0,1965.0,3597.0,2553.0,3548.0,1866.0,1522.0,1179.0,1421.0,1539.0,1475.0,1662.0,2384.0,1412.0,1368.0,1633.0,1387.0,1100.0,754.0,1216.0,1060.0,997.0,984.0,987.0,1080.0,1157.0,1055.0,929.0,1608.0,1651.0,1179.0,1376.0,1225.0,699.0,972.0
United States,9011.0,11720.0,10787.0,12033.0,12780.0,15680.0,15662.0,14387.0,14083.0,9721.0,10732.0,13611.0,14015.0,13947.0,11887.0,10815.0,11651.0,12252.0,11898.0,11347.0,10733.0,12489.0,14118.0,13856.0,11526.0,11218.0,10878.0,14531.0,15733.0,11562.0,7577.0,5606.0,4947.0,5659.0,6843.0,6770.0,7521.0,7832.0,6797.0,6870.0,8033.0,8988.0,9074.0,7508.0,9608.0,9963.0,9855.0,12050.0,10414.0,10752.0
Unknown supplier(s),0.0,3.0,12.0,4.0,7.0,15.0,7.0,1.0,12.0,31.0,30.0,42.0,21.0,9.0,2.0,7.0,42.0,2.0,8.0,6.0,10.0,9.0,3.0,38.0,53.0,1.0,75.0,10.0,3.0,2.0,11.0,21.0,16.0,5.0,6.0,42.0,2.0,0.0,35.0,16.0,30.0,3.0,14.0,10.0,26.0,11.0,18.0,14.0,41.0,22.0
Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,126.0,4.0,0.0,0.0,0.0,209.0,209.0,209.0,0.0,0.0,0.0,34.0,68.0,0.0,0.0,0.0
Venezuela,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viet Nam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yugoslavia,3.0,23.0,0.0,35.0,0.0,14.0,41.0,75.0,53.0,33.0,112.0,102.0,24.0,47.0,71.0,94.0,8.0,2.0,16.0,18.0,80.0,515.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,25395.0,32590.0,34272.0,36067.0,36849.0,37232.0,35334.0,39891.0,43009.0,38175.0,41948.0,45361.0,45687.0,43982.0,41538.0,38078.0,39023.0,39431.0,36654.0,35301.0,30370.0,28234.0,24285.0,25870.0,22978.0,23033.0,23936.0,28884.0,27816.0,25185.0,19337.0,18744.0,17877.0,19034.0,21350.0,21582.0,24811.0,26641.0,24142.0,24264.0,25771.0,30106.0,28169.0,27132.0,27023.0,28605.0,31267.0,31544.0,27165.0,27194.0
